	gene_id	PSn
40134	GRMZM2G159119	2
39242	GRMZM2G155337	2
30333	GRMZM2G116939	2
30334	GRMZM2G116952	2
46997	GRMZM2G326869	2
40137	GRMZM2G159134	2
39238	GRMZM2G155332	2
30342	GRMZM2G116971	2
30343	GRMZM2G116981	2
30315	GRMZM2G116840	2
30299	GRMZM2G116714	2
39262	GRMZM2G155370	2
40119	GRMZM2G159041	2
30304	GRMZM2G116750	2
47026	GRMZM2G327263	2
30306	GRMZM2G116785	2
30309	GRMZM2G116812	2
47022	GRMZM2G327247	2
10991	GRMZM2G034442	2
7684	GRMZM2G019689	2
47013	GRMZM2G327099	2
4788	GRMZM2G007185	2
11003	GRMZM2G034511	2
47074	GRMZM2G328171	2
39321	GRMZM2G155662	2
47144	GRMZM2G329293	2
30152	GRMZM2G116142	2
47143	GRMZM2G329229	2
7355	GRMZM2G018353	2
47141	GRMZM2G329195	2
4731	GRMZM2G006953	2
47137	GRMZM2G329177	2
47135	GRMZM2G329159	2
47145	GRMZM2G329300	2
47130	GRMZM2G329119	2
40074	GRMZM2G158809	2
30167	GRMZM2G116190	2
30168	GRMZM2G116196	2
11022	GRMZM2G034563	2
11021	GRMZM2G034551	2
7661	GRMZM2G019596	2
47122	GRMZM2G329033	2
4735	GRMZM2G006965	2
7356	GRMZM2G018356	2
40047	GRMZM2G158676	2
7365	GRMZM2G018398	2
11034	GRMZM2G034622	2
30134	GRMZM2G116087	2
47156	GRMZM2G329532	2
7647	GRMZM2G019538	2
30138	GRMZM2G116126	2
40052	GRMZM2G158700	2
39333	GRMZM2G155709	2
7653	GRMZM2G019562	2
7655	GRMZM2G019571	2
39325	GRMZM2G155675	2
30180	GRMZM2G116254	2
11018	GRMZM2G034536	2
7346	GRMZM2G018275	2
30215	GRMZM2G116461	2
4752	GRMZM2G007057	2
40089	GRMZM2G158884	2
47087	GRMZM2G328427	2
30220	GRMZM2G116506	2
47081	GRMZM2G328268	2
30223	GRMZM2G116517	2
40092	GRMZM2G158885	2
47080	GRMZM2G328265	2
39294	GRMZM2G155506	2
4755	GRMZM2G007060	2
30231	GRMZM2G116526	2
47075	GRMZM2G328197	2
7668	GRMZM2G019619	2
47096	GRMZM2G328612	2
30213	GRMZM2G116452	2
30211	GRMZM2G116434	2
11015	GRMZM2G034534	2
39308	GRMZM2G155543	2
30189	GRMZM2G116292	2
30194	GRMZM2G116314	2
47113	GRMZM2G328961	2
4743	GRMZM2G007025	2
47107	GRMZM2G328814	2
47106	GRMZM2G328795	2
4744	GRMZM2G007028	2
40081	GRMZM2G158838	2
30207	GRMZM2G116395	2
30210	GRMZM2G116427	2
30346	GRMZM2G117007	2
40140	GRMZM2G159142	2
30349	GRMZM2G117022	2
4835	GRMZM2G007300	2
40202	GRMZM2G159397	2
10914	GRMZM2G034122	2
46852	GRMZM2G324703	2
39172	GRMZM2G154958	2
46849	GRMZM2G324671	2
46841	GRMZM2G324511	2
46840	GRMZM2G324507	2
10910	GRMZM2G034113	2
10909	GRMZM2G034110	2
39176	GRMZM2G155015	2
7301	GRMZM2G018070	2
4846	GRMZM2G007369	2
46830	GRMZM2G324375	2
39166	GRMZM2G154936	2
39163	GRMZM2G154904	2
30530	GRMZM2G117804	2
30532	GRMZM2G117811	2
30533	GRMZM2G117822	2
30534	GRMZM2G117823	2
39177	GRMZM2G155021	2
39178	GRMZM2G155043	2
40200	GRMZM2G159389	2
39196	GRMZM2G155111	2
30481	GRMZM2G117603	2
46873	GRMZM2G325001	2
30484	GRMZM2G117612	2
10928	GRMZM2G034183	2
10926	GRMZM2G034182	2
39193	GRMZM2G155106	2
40177	GRMZM2G159295	2
4832	GRMZM2G007288	2
7307	GRMZM2G018103	2
30497	GRMZM2G117633	2
40193	GRMZM2G159388	2
46864	GRMZM2G324903	2
46863	GRMZM2G324886	2
39160	GRMZM2G154896	2
40209	GRMZM2G159431	2
30570	GRMZM2G117989	2
39137	GRMZM2G154811	2
39136	GRMZM2G154799	2
46813	GRMZM2G324221	2
7295	GRMZM2G018044	2
46809	GRMZM2G324162	2
10891	GRMZM2G034025	2
46807	GRMZM2G324131	2
10889	GRMZM2G034019	2
10888	GRMZM2G034015	2
10885	GRMZM2G034005	2
30585	GRMZM2G118014	2
46806	GRMZM2G324111	2
40232	GRMZM2G159547	2
39129	GRMZM2G154743	2
30568	GRMZM2G117988	2
30562	GRMZM2G117961	2
30538	GRMZM2G117851	2
30539	GRMZM2G117854	2
39158	GRMZM2G154892	2
46829	GRMZM2G324340	2
7706	GRMZM2G019819	2
4847	GRMZM2G007372	2
4848	GRMZM2G007381	2
39152	GRMZM2G154883	2
4851	GRMZM2G007399	2
30549	GRMZM2G117872	2
39145	GRMZM2G154864	2
7710	GRMZM2G019859	2
40228	GRMZM2G159538	2
30558	GRMZM2G117942	2
4855	GRMZM2G007406	2
30565	GRMZM2G117971	2
39197	GRMZM2G155123	2
10931	GRMZM2G034197	2
30387	GRMZM2G117238	2
10965	GRMZM2G034326	2
40154	GRMZM2G159169	2
7317	GRMZM2G018146	2
30391	GRMZM2G117244	2
46960	GRMZM2G326195	2
7315	GRMZM2G018142	2
40159	GRMZM2G159193	2
40161	GRMZM2G159208	2
46952	GRMZM2G326066	2
40164	GRMZM2G159221	2
7695	GRMZM2G019771	2
4806	GRMZM2G007248	2
46947	GRMZM2G325907	2
30409	GRMZM2G117346	2
46944	GRMZM2G325850	2
46943	GRMZM2G325815	2
7696	GRMZM2G019777	2
30417	GRMZM2G117361	2
46965	GRMZM2G326227	2
10968	GRMZM2G034360	2
46989	GRMZM2G326643	2
10979	GRMZM2G034389	2
30358	GRMZM2G117100	2
40147	GRMZM2G159155	2
30360	GRMZM2G117108	2
30363	GRMZM2G117113	2
46983	GRMZM2G326627	2
4791	GRMZM2G007190	2
30366	GRMZM2G117164	2
46981	GRMZM2G326560	2
40152	GRMZM2G159161	2
30371	GRMZM2G117193	2
10972	GRMZM2G034372	2
30375	GRMZM2G117207	2
46973	GRMZM2G326328	2
7691	GRMZM2G019744	2
10970	GRMZM2G034362	2
46969	GRMZM2G326263	2
46803	GRMZM2G323971	2
10951	GRMZM2G034283	2
10948	GRMZM2G034276	2
10942	GRMZM2G034260	2
46912	GRMZM2G325477	2
39206	GRMZM2G155216	2
46906	GRMZM2G325350	2
46902	GRMZM2G325285	2
4819	GRMZM2G007260	2
30462	GRMZM2G117497	2
39203	GRMZM2G155177	2
7311	GRMZM2G018108	2
46893	GRMZM2G325143	2
10939	GRMZM2G034229	2
4824	GRMZM2G007276	2
46884	GRMZM2G325023	2
46883	GRMZM2G325019	2
46914	GRMZM2G325561	2
7699	GRMZM2G019806	2
46931	GRMZM2G325679	2
30423	GRMZM2G117388	2
30430	GRMZM2G117401	2
7314	GRMZM2G018138	2
7313	GRMZM2G018126	2
39208	GRMZM2G155220	2
30436	GRMZM2G117410	2
30439	GRMZM2G117412	2
46938	GRMZM2G325783	2
4811	GRMZM2G007256	2
30446	GRMZM2G117441	2
40879	GRMZM2G162525	2
5496	GRMZM2G010149	2
7056	GRMZM2G017142	2
37026	GRMZM2G146143	2
37025	GRMZM2G146142	2
43206	GRMZM2G172605	2
43205	GRMZM2G172602	2
9254	GRMZM2G026911	2
9253	GRMZM2G026910	2
35027	GRMZM2G137211	2
43200	GRMZM2G172575	2
43196	GRMZM2G172537	2
35030	GRMZM2G137236	2
8499	GRMZM2G023347	2
35033	GRMZM2G137289	2
43194	GRMZM2G172523	2
35036	GRMZM2G137312	2
37021	GRMZM2G146118	2
43189	GRMZM2G172506	2
43187	GRMZM2G172487	2
35040	GRMZM2G137338	2
35042	GRMZM2G137348	2
6706	GRMZM2G015666	2
35046	GRMZM2G137358	2
41820	GRMZM2G166622	2
6704	GRMZM2G015648	2
41823	GRMZM2G166642	2
35022	GRMZM2G137161	2
6138	GRMZM2G012992	2
8493	GRMZM2G023335	2
6712	GRMZM2G015730	2
6126	GRMZM2G012942	2
43237	GRMZM2G172800	2
43236	GRMZM2G172795	2
41811	GRMZM2G166537	2
34995	GRMZM2G136975	2
43228	GRMZM2G172726	2
43226	GRMZM2G172723	2
8497	GRMZM2G023346	2
43217	GRMZM2G172686	2
35008	GRMZM2G137046	2
35009	GRMZM2G137064	2
37030	GRMZM2G146158	2
43213	GRMZM2G172647	2
6131	GRMZM2G012964	2
35017	GRMZM2G137139	2
35018	GRMZM2G137145	2
43208	GRMZM2G172621	2
36992	GRMZM2G146012	2
6155	GRMZM2G013079	2
35095	GRMZM2G137535	2
35097	GRMZM2G137541	2
43147	GRMZM2G172327	2
6159	GRMZM2G013114	2
35103	GRMZM2G137558	2
35104	GRMZM2G137561	2
35105	GRMZM2G137566	2
9229	GRMZM2G026802	2
43141	GRMZM2G172297	2
43136	GRMZM2G172248	2
35115	GRMZM2G137593	2
35116	GRMZM2G137596	2
35118	GRMZM2G137673	2
35124	GRMZM2G137696	2
35126	GRMZM2G137704	2
9232	GRMZM2G026833	2
35091	GRMZM2G137525	2
35089	GRMZM2G137510	2
8508	GRMZM2G023401	2
35055	GRMZM2G137387	2
6144	GRMZM2G012999	2
6145	GRMZM2G013002	2
43165	GRMZM2G172376	2
35065	GRMZM2G137435	2
9268	GRMZM2G026956	2
35069	GRMZM2G137451	2
35073	GRMZM2G137469	2
8514	GRMZM2G023438	2
36997	GRMZM2G146028	2
36996	GRMZM2G146020	2
6123	GRMZM2G012928	2
34898	GRMZM2G136486	2
34899	GRMZM2G136494	2
9304	GRMZM2G027075	2
8479	GRMZM2G023279	2
37079	GRMZM2G146313	2
43323	GRMZM2G173317	2
9299	GRMZM2G027068	2
43317	GRMZM2G173289	2
9297	GRMZM2G027056	2
43315	GRMZM2G173277	2
41781	GRMZM2G166337	2
37073	GRMZM2G146292	2
43308	GRMZM2G173198	2
37069	GRMZM2G146286	2
34918	GRMZM2G136544	2
34920	GRMZM2G136563	2
37081	GRMZM2G146331	2
37096	GRMZM2G146378	2
43353	GRMZM2G173424	2
43351	GRMZM2G173416	2
37094	GRMZM2G146374	2
34878	GRMZM2G136372	2
8474	GRMZM2G023275	2
37087	GRMZM2G146354	2
6086	GRMZM2G012761	2
6088	GRMZM2G012806	2
6090	GRMZM2G012814	2
34888	GRMZM2G136443	2
41779	GRMZM2G166297	2
9291	GRMZM2G027023	2
34924	GRMZM2G136578	2
34956	GRMZM2G136800	2
9282	GRMZM2G027019	2
6718	GRMZM2G015739	2
34959	GRMZM2G136828	2
37051	GRMZM2G146228	2
34960	GRMZM2G136830	2
37050	GRMZM2G146225	2
34964	GRMZM2G136838	2
43254	GRMZM2G172932	2
41795	GRMZM2G166407	2
37047	GRMZM2G146209	2
8486	GRMZM2G023312	2
43248	GRMZM2G172917	2
34973	GRMZM2G136884	2
34974	GRMZM2G136887	2
43247	GRMZM2G172904	2
9272	GRMZM2G026962	2
41805	GRMZM2G166481	2
8484	GRMZM2G023291	2
6719	GRMZM2G015753	2
34925	GRMZM2G136580	2
41786	GRMZM2G166348	2
43302	GRMZM2G173162	2
6110	GRMZM2G012874	2
37062	GRMZM2G146278	2
43293	GRMZM2G173124	2
43241	GRMZM2G172834	2
43288	GRMZM2G173119	2
37058	GRMZM2G146267	2
43285	GRMZM2G173090	2
34945	GRMZM2G136734	2
43276	GRMZM2G173067	2
34949	GRMZM2G136765	2
34950	GRMZM2G136769	2
41839	GRMZM2G166661	2
36981	GRMZM2G145989	2
35292	GRMZM2G138419	2
6216	GRMZM2G013450	2
35294	GRMZM2G138423	2
41894	GRMZM2G166875	2
35298	GRMZM2G138425	2
35302	GRMZM2G138427	2
35304	GRMZM2G138429	2
36899	GRMZM2G145718	2
6221	GRMZM2G013461	2
35309	GRMZM2G138431	2
35310	GRMZM2G138441	2
6225	GRMZM2G013465	2
6226	GRMZM2G013471	2
36893	GRMZM2G145690	2
43012	GRMZM2G171650	2
9136	GRMZM2G026231	2
9142	GRMZM2G026311	2
6210	GRMZM2G013398	2
36915	GRMZM2G145775	2
36912	GRMZM2G145758	2
43038	GRMZM2G171781	2
35268	GRMZM2G138303	2
43036	GRMZM2G171745	2
9148	GRMZM2G026346	2
8544	GRMZM2G023667	2
35274	GRMZM2G138349	2
8547	GRMZM2G023694	2
36905	GRMZM2G145725	2
43030	GRMZM2G171723	2
9140	GRMZM2G026309	2
36891	GRMZM2G145666	2
36890	GRMZM2G145662	2
36875	GRMZM2G145579	2
8560	GRMZM2G023769	2
6241	GRMZM2G013581	2
6242	GRMZM2G013588	2
42977	GRMZM2G171518	2
36871	GRMZM2G145573	2
9111	GRMZM2G026157	2
6656	GRMZM2G015409	2
35373	GRMZM2G138771	2
35374	GRMZM2G138774	2
35375	GRMZM2G138782	2
41914	GRMZM2G166956	2
35379	GRMZM2G138814	2
6653	GRMZM2G015401	2
36864	GRMZM2G145552	2
6651	GRMZM2G015395	2
35384	GRMZM2G138840	2
42967	GRMZM2G171484	2
42986	GRMZM2G171561	2
42989	GRMZM2G171569	2
35322	GRMZM2G138494	2
41898	GRMZM2G166897	2
35328	GRMZM2G138516	2
35329	GRMZM2G138523	2
35335	GRMZM2G138566	2
35339	GRMZM2G138583	2
8555	GRMZM2G023755	2
43000	GRMZM2G171616	2
9126	GRMZM2G026218	2
42999	GRMZM2G171613	2
35348	GRMZM2G138659	2
35349	GRMZM2G138666	2
6233	GRMZM2G013519	2
6234	GRMZM2G013524	2
6236	GRMZM2G013530	2
41840	GRMZM2G166665	2
35260	GRMZM2G138255	2
36968	GRMZM2G145958	2
41852	GRMZM2G166694	2
35171	GRMZM2G137894	2
35173	GRMZM2G137920	2
43094	GRMZM2G172065	2
9193	GRMZM2G026643	2
36962	GRMZM2G145951	2
9190	GRMZM2G026639	2
35183	GRMZM2G137954	2
6189	GRMZM2G013264	2
41855	GRMZM2G166701	2
8528	GRMZM2G023575	2
43082	GRMZM2G172011	2
36957	GRMZM2G145935	2
41856	GRMZM2G166711	2
6694	GRMZM2G015596	2
35133	GRMZM2G137713	2
6166	GRMZM2G013176	2
35139	GRMZM2G137751	2
43122	GRMZM2G172210	2
6172	GRMZM2G013200	2
35142	GRMZM2G137779	2
9213	GRMZM2G026742	2
35150	GRMZM2G137820	2
9208	GRMZM2G026724	2
6177	GRMZM2G013206	2
35158	GRMZM2G137849	2
9202	GRMZM2G026664	2
6180	GRMZM2G013220	2
36972	GRMZM2G145968	2
36955	GRMZM2G145930	2
43080	GRMZM2G172001	2
6692	GRMZM2G015592	2
6681	GRMZM2G015534	2
8538	GRMZM2G023638	2
6678	GRMZM2G015509	2
36931	GRMZM2G145825	2
6201	GRMZM2G013349	2
6677	GRMZM2G015502	2
35237	GRMZM2G138131	2
43060	GRMZM2G171912	2
9161	GRMZM2G026442	2
6205	GRMZM2G013378	2
43053	GRMZM2G171871	2
9158	GRMZM2G026396	2
9155	GRMZM2G026389	2
43051	GRMZM2G171847	2
36921	GRMZM2G145794	2
41889	GRMZM2G166855	2
35230	GRMZM2G138103	2
41873	GRMZM2G166759	2
35228	GRMZM2G138097	2
36952	GRMZM2G145914	2
6687	GRMZM2G015571	2
35199	GRMZM2G137971	2
36948	GRMZM2G145905	2
43074	GRMZM2G171994	2
35203	GRMZM2G137984	2
35204	GRMZM2G137985	2
9182	GRMZM2G026562	2
35208	GRMZM2G138012	2
35210	GRMZM2G138053	2
43069	GRMZM2G171942	2
9181	GRMZM2G026560	2
36942	GRMZM2G145886	2
6199	GRMZM2G013331	2
43072	GRMZM2G171967	2
43358	GRMZM2G173428	2
34522	GRMZM2G134888	2
8423	GRMZM2G023008	2
6757	GRMZM2G015902	2
8425	GRMZM2G023013	2
8426	GRMZM2G023020	2
9451	GRMZM2G027697	2
43574	GRMZM2G174286	2
37214	GRMZM2G146981	2
34531	GRMZM2G134947	2
43569	GRMZM2G174274	2
37210	GRMZM2G146951	2
37209	GRMZM2G146948	2
34539	GRMZM2G134955	2
9449	GRMZM2G027688	2
43559	GRMZM2G174246	2
34548	GRMZM2G134998	2
6753	GRMZM2G015881	2
43555	GRMZM2G174236	2
41684	GRMZM2G165926	2
43578	GRMZM2G174315	2
8430	GRMZM2G023037	2
34519	GRMZM2G134866	2
6764	GRMZM2G015923	2
6763	GRMZM2G015912	2
6762	GRMZM2G015908	2
41669	GRMZM2G165839	2
34501	GRMZM2G134770	2
8418	GRMZM2G022987	2
6759	GRMZM2G015906	2
6013	GRMZM2G012342	2
9461	GRMZM2G027741	2
43591	GRMZM2G174347	2
8420	GRMZM2G022997	2
34514	GRMZM2G134862	2
37223	GRMZM2G147046	2
8422	GRMZM2G023003	2
41686	GRMZM2G165930	2
34551	GRMZM2G135011	2
9426	GRMZM2G027546	2
37181	GRMZM2G146761	2
34588	GRMZM2G135108	2
8444	GRMZM2G023081	2
37178	GRMZM2G146750	2
8445	GRMZM2G023105	2
34590	GRMZM2G135120	2
37173	GRMZM2G146697	2
34593	GRMZM2G135165	2
43526	GRMZM2G174129	2
34596	GRMZM2G135186	2
41705	GRMZM2G165972	2
43524	GRMZM2G174114	2
9427	GRMZM2G027551	2
6032	GRMZM2G012416	2
8432	GRMZM2G023049	2
9443	GRMZM2G027665	2
34554	GRMZM2G135018	2
43553	GRMZM2G174221	2
37195	GRMZM2G146847	2
34562	GRMZM2G135038	2
6027	GRMZM2G012413	2
8436	GRMZM2G023068	2
6748	GRMZM2G015875	2
34570	GRMZM2G135052	2
34571	GRMZM2G135054	2
41698	GRMZM2G165963	2
6746	GRMZM2G015869	2
8439	GRMZM2G023071	2
9436	GRMZM2G027632	2
43521	GRMZM2G174107	2
43615	GRMZM2G174537	2
34494	GRMZM2G134759	2
34399	GRMZM2G134424	2
37272	GRMZM2G147332	2
34402	GRMZM2G134430	2
41628	GRMZM2G165692	2
43658	GRMZM2G174667	2
6773	GRMZM2G015972	2
8395	GRMZM2G022884	2
34409	GRMZM2G134454	2
43657	GRMZM2G174658	2
43655	GRMZM2G174645	2
43654	GRMZM2G174644	2
9482	GRMZM2G027856	2
41634	GRMZM2G165746	2
37265	GRMZM2G147288	2
34417	GRMZM2G134497	2
34418	GRMZM2G134502	2
34419	GRMZM2G134508	2
5993	GRMZM2G012262	2
34422	GRMZM2G134523	2
9488	GRMZM2G027862	2
34395	GRMZM2G134402	2
41613	GRMZM2G165631	2
34370	GRMZM2G134334	2
43682	GRMZM2G174730	2
41615	GRMZM2G165638	2
43680	GRMZM2G174719	2
5980	GRMZM2G012220	2
43673	GRMZM2G174696	2
34377	GRMZM2G134351	2
9497	GRMZM2G027932	2
9495	GRMZM2G027914	2
34385	GRMZM2G134385	2
34386	GRMZM2G134389	2
9494	GRMZM2G027891	2
37278	GRMZM2G147362	2
37277	GRMZM2G147346	2
9491	GRMZM2G027867	2
34424	GRMZM2G134539	2
5995	GRMZM2G012263	2
34465	GRMZM2G134694	2
43624	GRMZM2G174568	2
34470	GRMZM2G134716	2
43622	GRMZM2G174565	2
6006	GRMZM2G012319	2
37241	GRMZM2G147210	2
8410	GRMZM2G022945	2
34480	GRMZM2G134738	2
41658	GRMZM2G165788	2
6765	GRMZM2G015925	2
9464	GRMZM2G027750	2
34487	GRMZM2G134752	2
34489	GRMZM2G134753	2
34463	GRMZM2G134671	2
34462	GRMZM2G134668	2
37246	GRMZM2G147226	2
43647	GRMZM2G174619	2
5997	GRMZM2G012269	2
34436	GRMZM2G134559	2
6770	GRMZM2G015955	2
6768	GRMZM2G015941	2
37235	GRMZM2G147152	2
34445	GRMZM2G134613	2
6002	GRMZM2G012280	2
9473	GRMZM2G027821	2
8403	GRMZM2G022921	2
6004	GRMZM2G012284	2
8405	GRMZM2G022926	2
9415	GRMZM2G027495	2
34607	GRMZM2G135244	2
37124	GRMZM2G146490	2
9345	GRMZM2G027217	2
34775	GRMZM2G135940	2
43427	GRMZM2G173682	2
9344	GRMZM2G027209	2
34781	GRMZM2G135966	2
43422	GRMZM2G173669	2
9342	GRMZM2G027198	2
43417	GRMZM2G173654	2
6069	GRMZM2G012648	2
34790	GRMZM2G136016	2
9340	GRMZM2G027187	2
6070	GRMZM2G012654	2
34797	GRMZM2G136042	2
34798	GRMZM2G136058	2
34800	GRMZM2G136069	2
9336	GRMZM2G027173	2
6073	GRMZM2G012690	2
34804	GRMZM2G136085	2
43405	GRMZM2G173633	2
6075	GRMZM2G012717	2
9346	GRMZM2G027219	2
34811	GRMZM2G136121	2
43429	GRMZM2G173693	2
41763	GRMZM2G166192	2
34738	GRMZM2G135782	2
43452	GRMZM2G173756	2
37133	GRMZM2G146540	2
43449	GRMZM2G173742	2
43443	GRMZM2G173724	2
43442	GRMZM2G173721	2
34756	GRMZM2G135817	2
37129	GRMZM2G146514	2
43435	GRMZM2G173710	2
43433	GRMZM2G173700	2
34759	GRMZM2G135839	2
34762	GRMZM2G135866	2
9352	GRMZM2G027241	2
6728	GRMZM2G015793	2
34770	GRMZM2G135909	2
43400	GRMZM2G173615	2
34815	GRMZM2G136143	2
43398	GRMZM2G173597	2
37111	GRMZM2G146446	2
6083	GRMZM2G012756	2
8471	GRMZM2G023242	2
34851	GRMZM2G136293	2
41766	GRMZM2G166203	2
41767	GRMZM2G166208	2
41768	GRMZM2G166212	2
41769	GRMZM2G166218	2
34855	GRMZM2G136300	2
41773	GRMZM2G166234	2
34857	GRMZM2G136306	2
6085	GRMZM2G012758	2
34859	GRMZM2G136311	2
34862	GRMZM2G136341	2
8473	GRMZM2G023257	2
34865	GRMZM2G136347	2
43377	GRMZM2G173521	2
34820	GRMZM2G136158	2
8465	GRMZM2G023239	2
43387	GRMZM2G173542	2
9328	GRMZM2G027135	2
9326	GRMZM2G027131	2
9324	GRMZM2G027120	2
34834	GRMZM2G136236	2
43380	GRMZM2G173534	2
34837	GRMZM2G136250	2
43378	GRMZM2G173532	2
41735	GRMZM2G166089	2
34638	GRMZM2G135366	2
34642	GRMZM2G135374	2
34644	GRMZM2G135381	2
9392	GRMZM2G027431	2
6049	GRMZM2G012530	2
6051	GRMZM2G012544	2
34649	GRMZM2G135410	2
34650	GRMZM2G135430	2
41742	GRMZM2G166099	2
34652	GRMZM2G135446	2
34654	GRMZM2G135447	2
34655	GRMZM2G135452	2
6053	GRMZM2G012550	2
41748	GRMZM2G166141	2
34659	GRMZM2G135476	2
41750	GRMZM2G166147	2
34631	GRMZM2G135354	2
43497	GRMZM2G173943	2
41724	GRMZM2G166032	2
43516	GRMZM2G174083	2
37162	GRMZM2G146670	2
43512	GRMZM2G174031	2
6044	GRMZM2G012501	2
43506	GRMZM2G173967	2
34626	GRMZM2G135322	2
41727	GRMZM2G166041	2
41729	GRMZM2G166049	2
8449	GRMZM2G023133	2
41730	GRMZM2G166062	2
9402	GRMZM2G027476	2
42966	GRMZM2G171478	2
43489	GRMZM2G173910	2
41751	GRMZM2G166159	2
43467	GRMZM2G173826	2
9375	GRMZM2G027333	2
6061	GRMZM2G012601	2
43461	GRMZM2G173771	2
34711	GRMZM2G135688	2
34714	GRMZM2G135691	2
43460	GRMZM2G173770	2
34717	GRMZM2G135706	2
37136	GRMZM2G146551	2
9366	GRMZM2G027311	2
43458	GRMZM2G173763	2
9362	GRMZM2G027307	2
34730	GRMZM2G135746	2
34732	GRMZM2G135756	2
34703	GRMZM2G135651	2
34701	GRMZM2G135629	2
43487	GRMZM2G173882	2
34668	GRMZM2G135513	2
43482	GRMZM2G173868	2
9384	GRMZM2G027378	2
34673	GRMZM2G135547	2
43488	GRMZM2G173903	2
34682	GRMZM2G135568	2
43472	GRMZM2G173852	2
9382	GRMZM2G027375	2
34693	GRMZM2G135599	2
9377	GRMZM2G027336	2
42965	GRMZM2G171476	2
8849	GRMZM2G025095	2
42143	GRMZM2G168170	2
42144	GRMZM2G168171	2
36035	GRMZM2G141814	2
36036	GRMZM2G141818	2
42544	GRMZM2G169690	2
42543	GRMZM2G169688	2
36558	GRMZM2G144254	2
42538	GRMZM2G169658	2
42537	GRMZM2G169654	2
42536	GRMZM2G169648	2
36049	GRMZM2G141859	2
8843	GRMZM2G025062	2
8659	GRMZM2G024247	2
35999	GRMZM2G141638	2
36000	GRMZM2G141642	2
42564	GRMZM2G169788	2
36575	GRMZM2G144362	2
8864	GRMZM2G025143	2
36005	GRMZM2G141679	2
42563	GRMZM2G169782	2
42562	GRMZM2G169773	2
42559	GRMZM2G169747	2
42556	GRMZM2G169709	2
42553	GRMZM2G169699	2
36571	GRMZM2G144346	2
36018	GRMZM2G141735	2
36568	GRMZM2G144282	2
36020	GRMZM2G141756	2
36021	GRMZM2G141760	2
36567	GRMZM2G144275	2
42140	GRMZM2G168166	2
8841	GRMZM2G025054	2
6561	GRMZM2G014994	2
36541	GRMZM2G144166	2
8665	GRMZM2G024264	2
8828	GRMZM2G025014	2
8668	GRMZM2G024267	2
8826	GRMZM2G025002	2
36106	GRMZM2G142088	2
42493	GRMZM2G169486	2
36119	GRMZM2G142119	2
42155	GRMZM2G168222	2
36529	GRMZM2G144142	2
36528	GRMZM2G144109	2
6421	GRMZM2G014313	2
36123	GRMZM2G142150	2
36125	GRMZM2G142157	2
36127	GRMZM2G142168	2
6423	GRMZM2G014323	2
42150	GRMZM2G168200	2
42514	GRMZM2G169562	2
42518	GRMZM2G169580	2
42534	GRMZM2G169645	2
8839	GRMZM2G025048	2
8837	GRMZM2G025037	2
42145	GRMZM2G168176	2
6397	GRMZM2G014180	2
36547	GRMZM2G144189	2
8867	GRMZM2G025157	2
36073	GRMZM2G141955	2
36078	GRMZM2G141975	2
36080	GRMZM2G141992	2
6402	GRMZM2G014187	2
36084	GRMZM2G142013	2
36087	GRMZM2G142019	2
36526	GRMZM2G144101	2
42567	GRMZM2G169825	2
42570	GRMZM2G169871	2
8920	GRMZM2G025302	2
42100	GRMZM2G167946	2
42101	GRMZM2G167957	2
35915	GRMZM2G141244	2
8648	GRMZM2G024180	2
42611	GRMZM2G170034	2
8915	GRMZM2G025294	2
36618	GRMZM2G144581	2
8909	GRMZM2G025255	2
8908	GRMZM2G025250	2
42607	GRMZM2G170016	2
6375	GRMZM2G014071	2
36624	GRMZM2G144610	2
42603	GRMZM2G169998	2
42615	GRMZM2G170049	2
42620	GRMZM2G170088	2
42637	GRMZM2G170137	2
42084	GRMZM2G167875	2
36633	GRMZM2G144638	2
42090	GRMZM2G167892	2
6362	GRMZM2G014004	2
35896	GRMZM2G141202	2
35898	GRMZM2G141208	2
35901	GRMZM2G141216	2
36630	GRMZM2G144618	2
42093	GRMZM2G167898	2
35903	GRMZM2G141219	2
42113	GRMZM2G168002	2
42602	GRMZM2G169994	2
42601	GRMZM2G169991	2
6385	GRMZM2G014116	2
35969	GRMZM2G141503	2
42581	GRMZM2G169914	2
36587	GRMZM2G144403	2
42131	GRMZM2G168119	2
8657	GRMZM2G024234	2
8879	GRMZM2G025200	2
6566	GRMZM2G015021	2
36579	GRMZM2G144372	2
35984	GRMZM2G141596	2
35985	GRMZM2G141600	2
6387	GRMZM2G014119	2
36578	GRMZM2G144367	2
6389	GRMZM2G014150	2
35994	GRMZM2G141632	2
42130	GRMZM2G168115	2
36590	GRMZM2G144415	2
35966	GRMZM2G141480	2
8900	GRMZM2G025242	2
35941	GRMZM2G141332	2
6574	GRMZM2G015040	2
8897	GRMZM2G025236	2
35948	GRMZM2G141379	2
42593	GRMZM2G169962	2
42117	GRMZM2G168017	2
36601	GRMZM2G144464	2
8893	GRMZM2G025227	2
35955	GRMZM2G141392	2
42120	GRMZM2G168073	2
35958	GRMZM2G141411	2
6383	GRMZM2G014106	2
35960	GRMZM2G141432	2
42122	GRMZM2G168079	2
35963	GRMZM2G141461	2
36594	GRMZM2G144440	2
36131	GRMZM2G142214	2
42484	GRMZM2G169451	2
6480	GRMZM2G014610	2
6537	GRMZM2G014872	2
42342	GRMZM2G168920	2
42222	GRMZM2G168431	2
8763	GRMZM2G024690	2
